SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,5611 Battee Dr,Churchton,MD,20733,75000,,,FRANKLIN MANOR BEACH,,9873,,790,,,Active,,,https://www.redfin.com/MD/Churchton/5611-Battee-Dr-20733/home/10466111,BRIGHT MLS,MDAA468844,N,Y,38.8012423,-76.5272696
MLS Listing,,Vacant Land,1236 Creek Dr,Annapolis,MD,21403,80000,,,OYSTER HARBOR,,11875,,102,,,Active,,,https://www.redfin.com/MD/Annapolis/1236-Creek-Dr-21403/home/10038620,BRIGHT MLS,MDAA2057118,N,Y,38.924553,-76.472465
MLS Listing,,Vacant Land,5277 Cedar St,West River,MD,20778,80000,,,REGULARS,,44431,,27,,,Active,,,https://www.redfin.com/MD/West-River/5277-Cedar-St-20778/home/10461318,BRIGHT MLS,MDAA2062854,N,Y,38.815988,-76.543634
MLS Listing,,Single Family Residential,197 B Ct,Lothian,MD,20711,80000,2,1.0,LYONS CREEK MOBILE ESTATES,900,2000,1975,46,89,,Active,,,https://www.redfin.com/MD/Lothian/197-B-Ct-20711/home/185587988,BRIGHT MLS,MDAA2061646,N,Y,38.7646538,-76.6680497
MLS Listing,,Vacant Land,Birch Ave,Glen Burnie,MD,21061,90000,,,GARLAND PARK,,17400,,573,,,Active,,,https://www.redfin.com/MD/Glen-Burnie/Birch-Ave-21061/home/10411464,BRIGHT MLS,MDAA2017884,N,Y,39.18976,-76.651205
MLS Listing,,Vacant Land,1012 Carrs Rd,Annapolis,MD,21403,98000,,,Annapolis,,6850,,860,,,Active,,,https://www.redfin.com/MD/Annapolis/1012-Carrs-Rd-21403/home/9951504,BRIGHT MLS,MDAA455886,N,Y,38.953863,-76.47965
MLS Listing,,Vacant Land,Lot 0 Nabbs Creek Rd,Glen Burnie,MD,21060,99000,,,VIEW POINT PARK,,7050,,1239,,,Active,,,https://www.redfin.com/MD/Glen-Burnie/Lot-0-Nabbs-Creek-Rd-21060/home/170666030,BRIGHT MLS,MDAA426722,N,Y,39.16016139,-76.5360749
MLS Listing,,Vacant Land,7348 Dotson Ln,Glen Burnie,MD,21060,99000,,,REGULARS,,26571,,175,,,Active,,,https://www.redfin.com/MD/Glen-Burnie/7348-Dotson-Ln-21060/home/10387501,BRIGHT MLS,MDAA2052376,N,Y,39.169271,-76.607588
MLS Listing,,Vacant Land,Ridgeway Cir,Arnold,MD,21012,99900,,,PINES ON SEVERN,,11122,,12,,,Active,,,https://www.redfin.com/MD/Arnold/Ridgeway-Cir-21012/home/10272645,BRIGHT MLS,MDAA2064062,N,Y,39.022738,-76.50864
MLS Listing,,Vacant Land,8042 Forest Glen Dr,Pasadena,MD,21122,99900,,,FOREST GLEN,,7950,,180,,,Active,,,https://www.redfin.com/MD/Lake-Shore/8042-Forest-Glen-Dr-21122/home/183856164,BRIGHT MLS,MDAA2051760,N,Y,39.124843,-76.4709265
MLS Listing,,Single Family Residential,490 Patuxent Rd N #58,Odenton,MD,21113,99999,3,2.0,ARUNDEL MOBILE VILLAGE,1152,,2005,22,87,,Active,,,https://www.redfin.com/MD/Odenton/490-N-Patuxent-Rd-21113/unit-58/home/185911360,BRIGHT MLS,MDAA2063052,N,Y,39.0798401,-76.7082293
MLS Listing,,Vacant Land,2486 Lee St,Gambrills,MD,21054,100000,,,LOUIS L LEE SUB,,4965,,148,,,Active,,,https://www.redfin.com/MD/Gambrills/2486-Lee-St-21054/home/143789661,BRIGHT MLS,MDAA2054066,N,Y,39.023944,-76.6895
MLS Listing,,Vacant Land,1227 Creek Dr,Annapolis,MD,21403,100000,,,OYSTER HARBOR,,17786,,12,,0,Active,,,https://www.redfin.com/MD/Annapolis/1227-Creek-Dr-21403/home/10038643,BRIGHT MLS,MDAA2064060,N,Y,38.924113,-76.473007
MLS Listing,,Vacant Land,Lot 8A Block 51 Winged Foot Dr,Billings,MT,59105,101900,,,Lake Hills Subd 21st Filing,,11678,,224,,,Active,,,https://www.redfin.com/MT/Billings/Lot-8A-Block-51-Winged-Foot-Dr-59105/home/183190375,BMTMLS,317126,N,Y,39.135983,-76.48774
MLS Listing,,Vacant Land,Lot 8B Block 51 Winged Foot Dr,Billings,MT,59105,101900,,,Lake Hills Subd 21st Filing,,10517,,224,,,Active,,,https://www.redfin.com/MT/Billings/Lot-8B-Block-51-Winged-Foot-Dr-59105/home/183189577,BMTMLS,317146,N,Y,39.135983,-76.48774
MLS Listing,,Vacant Land,801 Cedar Ave,North Beach,MD,20714,109000,,,NORTH BEACH PARK,,37500,,1913,,,Active,,,https://www.redfin.com/MD/North-Beach/801-Cedar-Ave-20714/home/10469712,BRIGHT MLS,1000408892,N,Y,38.7159546,-76.5305559
MLS Listing,,Vacant Land,700 Maple Ave,North Beach,MD,20714,110000,,,NORTH BEACH PARK,,12000,,148,,,Active,,,https://www.redfin.com/MD/North-Beach/700-Maple-Ave-20714/home/10469562,BRIGHT MLS,MDAA2049984,N,Y,38.7261908,-76.5339005
MLS Listing,,Townhouse,913 Victory Ave,Brooklyn,MD,21225,116000,2,2.0,RITCHIE HEIGHTS,1104,3192,1948,33,105,,Active,,,https://www.redfin.com/MD/Brooklyn/913-Victory-Ave-21225/home/10423809,BRIGHT MLS,MDAA2062594,N,Y,39.2251078,-76.6103435
MLS Listing,,Vacant Land,2484 Lee St,Gambrills,MD,21054,119000,,,LOUIS L LEE SUB,,9932,,59,,,Active,,,https://www.redfin.com/MD/Gambrills/2484-Lee-St-21054/home/102269577,BRIGHT MLS,MDAA2060712,N,Y,39.023837,-76.6893429
MLS Listing,,Vacant Land,1924 Arundel Rd,Pasadena,MD,21122,120000,,,VENICE ON THE BAY,,7500,,154,,,Active,,,https://www.redfin.com/MD/Pasadena/1924-Arundel-Rd-21122/home/10305200,BRIGHT MLS,MDAA2053654,N,Y,39.152975,-76.478233
MLS Listing,,Vacant Land,926 Holly Ave,Edgewater,MD,21037,120000,,,SELBY ON THE BAY,,5800,,12,,,Active,,,https://www.redfin.com/MD/Edgewater/926-Holly-Ave-21037/home/9890754,BRIGHT MLS,MDAA2064064,N,Y,38.9092879,-76.51562
MLS Listing,,Vacant Land,1495 Cedarhurst Rd,Shady Side,MD,20764,125000,,,REGULARS,,370260,,302,,,Active,,,https://www.redfin.com/MD/Shady-Side/1495-Cedarhurst-Rd-20764/home/10458822,BRIGHT MLS,MDAA2044714,N,Y,38.828815,-76.502511
MLS Listing,,Single Family Residential,194 Edward Ln,Lothian,MD,20711,129900,3,2.0,BOONES ESTATES,1600,,1989,35,81,,Active,,,https://www.redfin.com/MD/Lothian/194-Edward-Ln-20711/home/185456331,BRIGHT MLS,MDAA2060604,N,Y,38.8092184,-76.6779745
MLS Listing,,Vacant Land,2477 Lee St,Gambrills,MD,21054,130000,,,LOUIS L LEE SUB,,20909,,156,,,Active,,,https://www.redfin.com/MD/Gambrills/2477-Lee-St-21054/home/10032564,BRIGHT MLS,MDAA2053546,N,Y,39.0231319,-76.689122
MLS Listing,,Vacant Land,2488 Lee St,Gambrills,MD,21054,135000,,,LOUIS L LEE SUB,,9932,,147,,,Active,,,https://www.redfin.com/MD/Gambrills/2488-Lee-St-21054/home/22179468,BRIGHT MLS,MDAA2054142,N,Y,39.02405,-76.689657
MLS Listing,,Vacant Land,272 Leitch Rd,Tracys Landing,MD,20779,135000,,,REGULARS,,168141,,140,,,Active,,,https://www.redfin.com/MD/Tracys-Landing/272-Leitch-Rd-20779/home/10467717,BRIGHT MLS,MDAA2054546,N,Y,38.766154,-76.574057
MLS Listing,,Vacant Land,"Lot 2604 ,2605 Shore Dr",Edgewater,MD,21037,135000,,,WOODLAND BEACH,,3675,,92,,,Active,,,https://www.redfin.com/MD/Edgewater/2605-Shore-Dr-21037/home/185136973,BRIGHT MLS,MDAA2058028,N,Y,38.9272516,-76.5570477
MLS Listing,,Vacant Land,Dorsey Rd,Hanover,MD,21076,150000,,,REGULARS,,22651,,337,,,Active,,,https://www.redfin.com/MD/Hanover/Dorsey-Rd-21076/home/10340629,BRIGHT MLS,MDAA2042614,N,Y,39.176304,-76.742113
MLS Listing,,Vacant Land,Marys Mount Rd,Harwood,MD,20776,150000,,,REGULARS,,81457,,3,,,Active,,,https://www.redfin.com/MD/Harwood/Marys-Mount-Rd-20776/home/9859413,BRIGHT MLS,MDAA2064810,N,Y,38.876316,-76.603256
MLS Listing,,Vacant Land,2552 Shorter Rd,Gambrills,MD,21054,150000,,,REGULARS,,33193,,333,,,Active,,,https://www.redfin.com/MD/Gambrills/2552-Shorter-Rd-21054/home/10320647,BRIGHT MLS,MDAA2043066,N,Y,39.0283601,-76.6938326
MLS Listing,,Vacant Land,6325 Fishers Station Rd,Lothian,MD,20711,150000,,,REGULARS,,224770,,181,,,Active,,,https://www.redfin.com/MD/Lothian/6325-Fishers-Station-Rd-20711/home/10468370,BRIGHT MLS,MDAA2051926,N,Y,38.766671,-76.6548186
MLS Listing,,Vacant Land,14-A Dorsey Ave,Annapolis,MD,21401,150000,,,REGULARS,,5320,,99,,,Active,,,https://www.redfin.com/MD/Annapolis/14-Dorsey-Ave-21401/home/10434595,BRIGHT MLS,MDAA2057136,N,Y,38.9807432,-76.5314564
MLS Listing,,Multi-Family (2-4 Unit),20 Ballman Ct,Brooklyn,MD,21225,164409,2,2.0,BROOKWOOD,1454,3150,1948,1,113,,Active,,,https://www.redfin.com/MD/Brooklyn/20-Ballman-Ct-21225/home/10397065,BRIGHT MLS,MDAA2062744,N,Y,39.224433,-76.6089017
MLS Listing,,Single Family Residential,1603 Capewood Ln,Jessup,MD,20794,169900,3,2.0,HOLIDAY MOBILE ESTATES,1900,,2001,28,89,,Active,,,https://www.redfin.com/MD/Jessup/1603-Capewood-Ln-20794/home/143326301,BRIGHT MLS,MDAA2062950,N,Y,39.145373,-76.7371016
MLS Listing,,Single Family Residential,4718 Idlewilde Rd,Shady Side,MD,20764,170000,3,2.5,IDLEWILDE,544,2640,1940,80,313,,Active,,,https://www.redfin.com/MD/Shady-Side/4718-Idlewilde-Rd-20764/home/10466631,BRIGHT MLS,MDAA2058664,N,Y,38.8513331,-76.4959483
MLS Listing,,Condo/Co-op,400 Renfro Dr #213,Glen Burnie,MD,21060,170000,1,1.0,VILLAGES AT FURNACE BRANCH,574,,2005,13,296,182,Active,,,https://www.redfin.com/MD/Glen-Burnie/400-Renfro-Dr-21060/unit-213/home/10482753,BRIGHT MLS,MDAA2063910,N,Y,39.1711928,-76.6062979
MLS Listing,,Townhouse,4905 Brookwood Rd,Brooklyn,MD,21225,175000,3,2.0,BROOKWOOD,1254,1710,1948,13,140,,Active,,,https://www.redfin.com/MD/Brooklyn/4905-Brookwood-Rd-21225/home/10396975,BRIGHT MLS,MDAA2064050,N,Y,39.2250858,-76.6088565
MLS Listing,,Vacant Land,8047-A Solley Rd,Glen Burnie,MD,21060,179000,,,REGULARS,,121532,,250,,,Active,,,https://www.redfin.com/MD/Glen-Burnie/8047-Solley-Rd-21060/home/10107018,BRIGHT MLS,MDAA2048732,N,Y,39.144468,-76.565303
MLS Listing,,Vacant Land,7642 Lake Dr,Pasadena,MD,21122,179900,,,VENICE ON THE BAY,,15000,,18,,,Active,,,https://www.redfin.com/MD/Pasadena/7642-Lake-Dr-21122/home/10304780,BRIGHT MLS,MDAA2061436,N,Y,39.1528089,-76.4754704
MLS Listing,,Townhouse,1804 Graybird Ct,Severn,MD,21144,180000,3,1.5,SPRING MEADOWS CONDO,1160,,1979,2,155,195,Active,,,https://www.redfin.com/MD/Severn/1804-Graybird-Ct-21144/home/10380579,BRIGHT MLS,MDAA2064776,N,Y,39.1124684,-76.7079073
MLS Listing,,Vacant Land,1025 Hansel Dr,Millersville,MD,21108,180000,,,REGULARS,,60113,,40,,,Active,,,https://www.redfin.com/MD/Millersville/1025-Hansel-Dr-21108/home/10320711,BRIGHT MLS,MDAA2062094,N,Y,39.054505,-76.6532919
MLS Listing,,Vacant Land,5250 Al Jones Dr,Shady Side,MD,20764,181200,,,COLUMBIA BEACH,,6300,,211,,25,Active,,,https://www.redfin.com/MD/Shady-Side/5250-Al-Jones-Dr-20764/home/10465089,BRIGHT MLS,MDAA2050668,N,Y,38.8191495,-76.5006091
MLS Listing,,Townhouse,248 W Edgevale Rd,Brooklyn,MD,21225,184900,2,0.5,BROOKLYN PARK,960,2000,1942,37,193,,Active,,,https://www.redfin.com/MD/Baltimore/248-W-Edgevale-Rd-21225/home/10396084,BRIGHT MLS,MDAA2061254,N,Y,39.2358301,-76.6174037
MLS Listing,,Townhouse,708 Glenwood St,Annapolis,MD,21401,184900,2,1.0,DUTCH GLEN CONDO,1024,,1960,11,181,300,Active,,,https://www.redfin.com/MD/Annapolis/708-Glenwood-St-21401/home/10446194,BRIGHT MLS,MDAA2064360,N,Y,38.9811662,-76.5030764
MLS Listing,,Vacant Land,2033 Citrus Ave,Jessup,MD,20794,184999,,,CHAMPION FOREST,,27826,,169,,,Active,,,https://www.redfin.com/MD/Jessup/2033-Citrus-Ave-20794/home/10325929,BRIGHT MLS,MDAA2052718,N,Y,39.146451,-76.762355
MLS Listing,,Vacant Land,134 Dorsey Dr,Edgewater,MD,21037,185000,,,DORSEY SUB,,7500,,77,,,Active,,,https://www.redfin.com/MD/Edgewater/134-Dorsey-Dr-21037/home/9995150,BRIGHT MLS,MDAA2059392,N,Y,38.974905,-76.537232
MLS Listing,,Vacant Land,464 Poplar Ln,Annapolis,MD,21403,189000,,,HILLSMERE ESTATES,,10600,,243,,,Active,,,https://www.redfin.com/MD/Annapolis/464-Poplar-Ln-21403/home/10014716,BRIGHT MLS,MDAA2049148,N,Y,38.939627,-76.490238
MLS Listing,,Townhouse,1840 Arwell Ct Unit D,Severn,MD,21144,189900,3,1.0,WARFIELD CONDOMINIUM,1068,,1978,35,178,188,Active,,,https://www.redfin.com/MD/Severn/1840-Arwell-Ct-21144/unit-D/home/10383453,BRIGHT MLS,MDAA2062488,N,Y,39.117821,-76.7052493
MLS Listing,,Single Family Residential,24 Eleanor Ave,Linthicum Heights,MD,21090,194500,3,1.0,SWEETSER HEIGHTS,752,8250,1954,139,259,,Active,,,https://www.redfin.com/MD/Linthicum-Heights/24-Eleanor-Ave-21090/home/10428381,BRIGHT MLS,MDAA2054706,N,Y,39.2206597,-76.6529804
MLS Listing,,Townhouse,8149 Poinsett Ter,Pasadena,MD,21122,195000,4,3.5,FARMINGTON VLGE SCHRAMM'S CRSNG,2304,2400,1999,13,85,96,Active,,,https://www.redfin.com/MD/Pasadena/8149-Poinsett-Ter-21122/home/10230316,BRIGHT MLS,MDAA2064172,N,Y,39.1241539,-76.5526969
MLS Listing,,Vacant Land,6508 Shady Side Rd,Shady Side,MD,20764,195000,,,Shady Side,,43560,,3279,,,Active,,,https://www.redfin.com/MD/Shady-Side/6508-Shady-Side-Rd-20764/home/10477804,BRIGHT MLS,1000130885,N,Y,38.8462217,-76.5230189
MLS Listing,,Vacant Land,Jackson Rd,Odenton,MD,21113,198000,,,REGULARS,,85378,,286,,,Active,,,https://www.redfin.com/MD/Odenton/Jackson-Rd-21113/home/10320317,BRIGHT MLS,MDAA2046522,N,Y,39.030649,-76.695926
MLS Listing,,Vacant Land,Chesterfield Rd,Annapolis,MD,21401,199000,,,Annapolis,,144619,,718,,,Active,,,https://www.redfin.com/MD/Annapolis/Chesterfield-Rd-21401/home/9929452,BRIGHT MLS,MDAA2000312,N,Y,38.998999,-76.595286
MLS Listing,,Townhouse,314 W Riverview Rd,Brooklyn,MD,21225,199000,3,1.0,BROOKLYN PARK,992,1968,1949,5,201,,Active,,,https://www.redfin.com/MD/Baltimore/314-W-Riverview-Rd-21225/home/10393889,BRIGHT MLS,MDAA2064738,N,Y,39.2325065,-76.6186281
MLS Listing,,Townhouse,215 W Meadow Rd,Brooklyn,MD,21225,199900,3,1.0,BROOKLYN PARK,1200,1760,1942,1,167,,Active,,,https://www.redfin.com/MD/Brooklyn/215-W-Meadow-Rd-21225/home/10396410,BRIGHT MLS,MDAA2065040,N,Y,39.2356565,-76.6160255
MLS Listing,,Vacant Land,1914 Montevideo Rd,Jessup,MD,20794,199900,,,REGULARS,,47480,,55,,,Active,,,https://www.redfin.com/MD/Jessup/1914-Montevideo-Rd-20794/home/10322537,BRIGHT MLS,MDAA2060576,N,Y,39.15778,-76.755142
MLS Listing,,Townhouse,5240 Wasena Ave,Brooklyn,MD,21225,199990,3,2.0,ARUNDEL VILLAGE,1104,1472,1950,16,181,,Active,,,https://www.redfin.com/MD/Brooklyn/5240-Wasena-Ave-21225/home/10390126,BRIGHT MLS,MDAA2063280,N,Y,39.2234399,-76.6031242
MLS Listing,,Vacant Land,1450 Snug Harbor Rd,Shady Side,MD,20764,199999,,,REGULARS,,91912,,20,,,Active,,,https://www.redfin.com/MD/Shady-Side/1450-Snug-Harbor-Rd-20764/home/10459076,BRIGHT MLS,MDAA2063464,N,Y,38.841778,-76.512374
MLS Listing,,Vacant Land,5069-LOT #2 Mountain Rd,Pasadena,MD,21122,199999,,,REGULARS,,43560,,173,,,Active,,,https://www.redfin.com/MD/Pasadena/5069-LOT-2-Mountain-RD-21122/home/185970952,BRIGHT MLS,MDAA2051500,N,Y,39.09814,-76.43316
MLS Listing,,Vacant Land,3123 Arundel On The Bay Rd,Annapolis,MD,21403,200000,,,REGULARS,,42253,,158,,,Active,,,https://www.redfin.com/MD/Annapolis/3123-Arundel-On-The-Bay-Rd-21403/home/9931171,BRIGHT MLS,MDAA2053470,N,Y,38.937943,-76.482144
MLS Listing,,Vacant Land,1448 Cedarhurst Rd,Shady Side,MD,20764,202160,,,REGULARS,,463478,,355,,,Active,,,https://www.redfin.com/MD/Shady-Side/1448-Cedarhurst-Rd-20764/home/10460781,BRIGHT MLS,MDAA2040738,N,Y,38.830265,-76.508301
MLS Listing,,Townhouse,1081 Fitz Ct,Pasadena,MD,21122,205000,3,1.5,QUEENS PARK,1448,4271,1977,4,142,,Active,,,https://www.redfin.com/MD/Pasadena/1081-Fitz-Ct-21122/home/10275467,BRIGHT MLS,MDAA2064862,N,Y,39.1434461,-76.5328848
MLS Listing,,Vacant Land,"Lot 427, Parcel 27,Map 60 Edgemont St",Edgewater,MD,21037,205000,,,Edgewater,,20000,,523,,,Active,,,https://www.redfin.com/MD/Selby-On-The-Bay/Lot-427-Parcel-27-Map-60-Edgemont-St-21037/home/178252292,BRIGHT MLS,MDAA2023868,N,Y,38.91180739,-76.51910466
MLS Listing,,Townhouse,50 W Talbott St,Baltimore,MD,21225,209000,6,3.0,Ward 25,2142,,1943,137,98,,Active,,,https://www.redfin.com/MD/Baltimore/50-Talbott-St-21225/home/11047545,BRIGHT MLS,MDBA2077458,N,Y,39.2368788,-76.6130315
MLS Listing,,Condo/Co-op,105 Three Coin Way #304,Glen Burnie,MD,21060,209900,2,2.0,CROMWELL FOUNTAIN,887,,1999,46,237,291,Active,,,https://www.redfin.com/MD/Glen-Burnie/105-Three-Coin-Way-21060/unit-304/home/10400911,BRIGHT MLS,MDAA2060714,N,Y,39.1961979,-76.6085701
MLS Listing,,Vacant Land,2035 Citrus Ave,Jessup,MD,20794,214999,,,CHAMPION FOREST,,41100,,42,,,Active,,,https://www.redfin.com/MD/Jessup/2035-Citrus-Ave-20794/home/10325931,BRIGHT MLS,MDAA2061988,N,Y,39.1467079,-76.762551
MLS Listing,,Townhouse,6408 Jefferson Pl,Glen Burnie,MD,21061,215000,2,1.5,HERITAGE HILL CONDO,896,,1974,10,240,215,Active,,,https://www.redfin.com/MD/Glen-Burnie/6408-Jefferson-Pl-21061/home/10414044,BRIGHT MLS,MDAA2064394,N,Y,39.2003025,-76.6214851
MLS Listing,,Townhouse,210 E 11th Ave,Baltimore,MD,21225,215000,4,2.0,RITCHIE HEIGHTS,2012,1926,1948,62,107,,Active,,,https://www.redfin.com/MD/Brooklyn/210-E-11th-Ave-21225/home/10423665,BRIGHT MLS,MDAA2059856,N,Y,39.2242348,-76.6111359
For-Sale-by-Owner Listing,,Condo/Co-op,6081 Rapid Water Way Unit 102,Glen Burnie,MD,21060,216900,2,2.0,Cromwell Fountain,962,,1999,168,225,,Active,,,https://www.redfin.com/MD/Glen-Burnie/6081-Rapid-Water-Way-21060/unit-102/home/184068761,FSBO.com,534076,N,Y,39.1982631,-76.6075745
MLS Listing,,Condo/Co-op,17 Silverwood Cir #1,Annapolis,MD,21403,219900,1,1.5,FAIRWINDS CONDO,1015,,1974,40,217,466,Active,,,https://www.redfin.com/MD/Annapolis/17-Silverwood-Cir-21403/unit-1/home/10446930,BRIGHT MLS,MDAA2062028,N,Y,38.9506988,-76.4853474
MLS Listing,,Townhouse,748 Old Riverside Rd,Brooklyn,MD,21225,220000,3,1.0,BROOKLYN PARK,1360,2208,1952,107,162,,Active,,,https://www.redfin.com/MD/Baltimore/748-Old-Riverside-Rd-21225/home/10395263,BRIGHT MLS,MDAA2051234,N,Y,39.2314345,-76.6208741
MLS Listing,,Townhouse,413 Old Riverside Rd,Brooklyn,MD,21225,220000,3,1.5,BROOKLYN PARK,1280,3250,1947,6,172,,Active,,,https://www.redfin.com/MD/Brooklyn/413-Old-Riverside-Rd-21225/home/10393850,BRIGHT MLS,MDAA2064634,N,Y,39.2337701,-76.6188467
MLS Listing,,Single Family Residential,5517 Sands Rd,Lothian,MD,20711,220000,3,2.0,REGULARS,1774,39204,1940,19,124,,Active,,,https://www.redfin.com/MD/Lothian/5517-Sands-Rd-20711/home/10467696,BRIGHT MLS,MDAA2063778,N,Y,38.8057506,-76.6896578
