SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,7044 Boston Ave,Rose Haven,MD,20714,474950,2,1.5,ROSE HAVEN,1620,6500,1972,4,293,,Active,,,https://www.redfin.com/MD/Rose-Haven/7044-Boston-Ave-20714/home/10469937,BRIGHT MLS,MDAA2064500,N,Y,38.7232716,-76.5381431
MLS Listing,,Single Family Residential,Wolf Trap Unit CAROLINE VILLA,Glen Burnie,MD,21060,474990,3,2.5,TANYARD SHORES,1978,3369,2023,34,240,210,Active,,,https://www.redfin.com/MD/Glen-Burnie/Wolf-Trap-21060/unit-CAROLINE-VILLA/home/186033443,BRIGHT MLS,MDAA2062520,N,Y,39.17344915,-76.57790386
MLS Listing,,Single Family Residential,7196 Wolf Trap Unit CAROLINE VILLA,Glen Burnie,MD,21060,474990,3,2.5,TANYARD SHORES,1978,3369,2023,11,240,210,Active,,,https://www.redfin.com/MD/Glen-Burnie/7196-Wolf-Trap-21060/unit-CAROLINE-VILLA/home/186033462,BRIGHT MLS,MDAA2064316,N,Y,39.14596,-76.59025
MLS Listing,,Single Family Residential,7192 Wolf Trap Unit CAROLINE VILLA,Glen Burnie,MD,21060,474990,3,2.5,TANYARD SHORES,1978,3369,2023,11,240,210,Active,,,https://www.redfin.com/MD/Glen-Burnie/7192-Wolf-Trap-21060/unit-CAROLINE-VILLA/home/186033376,BRIGHT MLS,MDAA2064314,N,Y,39.14596,-76.59025
MLS Listing,,Single Family Residential,7711 Harmans Rd,Hanover,MD,21076,474990,4,2.0,HARMANS WOODS SOUTH,1619,7503,1985,53,293,,Active,,,https://www.redfin.com/MD/Hanover/7711-Harmans-Rd-21076/home/10335895,BRIGHT MLS,MDAA2061214,N,Y,39.1431328,-76.7112724
MLS Listing,,Single Family Residential,1556 Dennis Rd,Shady Side,MD,20764,475000,4,2.5,REGULARS,2600,43560,1949,96,183,,Active,,,https://www.redfin.com/MD/Shady-Side/1556-Dennis-Rd-20764/home/10459191,BRIGHT MLS,MDAA2052684,N,Y,38.8250324,-76.5009931
MLS Listing,,Townhouse,7050 Ingrahm Dr,Glen Burnie,MD,21060,475000,3,3.0,TANYARD SPRINGS,2473,1781,2010,11,192,93,Active,,,https://www.redfin.com/MD/Glen-Burnie/7050-Ingrahm-Dr-21060/home/18987799,BRIGHT MLS,MDAA2063976,N,Y,39.1718303,-76.5625934
MLS Listing,,Single Family Residential,1104 Oak View Dr,Crownsville,MD,21032,475000,3,2.0,SUNRISE BEACH,1622,15500,1965,1,293,,Pre On-Market,July-22-2023 11:00 AM,July-22-2023 01:00 PM,https://www.redfin.com/MD/Crownsville/1104-Oak-View-Dr-21032/home/10065772,BRIGHT MLS,MDAA2065028,N,Y,39.07123,-76.5985087
MLS Listing,,Single Family Residential,5707 Lowell St,Brooklyn,MD,21225,475000,4,2.5,ROLAND TERRACE,1891,15080,2023,7,251,,Active,,,https://www.redfin.com/MD/Brooklyn/5707-Lowell-St-21225/home/10424694,BRIGHT MLS,MDAA2063792,N,Y,39.2165635,-76.6020705
MLS Listing,,Single Family Residential,7704 Zena Marie Ln,Pasadena,MD,21122,475000,3,2.5,GREEN HAVEN,1781,8478,2012,1,267,,Pre On-Market,July-23-2023 12:00 PM,July-23-2023 02:00 PM,https://www.redfin.com/MD/Pasadena/7704-Zena-Marie-Ln-21122/home/40383716,BRIGHT MLS,MDAA2065074,N,Y,39.1414817,-76.5428849
MLS Listing,,Single Family Residential,1368 Galloway Rd,Odenton,MD,21113,475000,4,3.0,REGULARS,1540,12686,1940,54,308,,Active,,,https://www.redfin.com/MD/Odenton/1368-Galloway-Rd-21113/home/10317699,BRIGHT MLS,MDAA2060866,N,Y,39.0748714,-76.7052445
MLS Listing,,Single Family Residential,16 North Carolina Ave,Pasadena,MD,21122,475000,3,2.5,BOULEVARD PARK,1582,11500,1972,3,300,,Active,,,https://www.redfin.com/MD/Pasadena/16-North-Carolina-Ave-21122/home/10167356,BRIGHT MLS,MDAA2064806,N,Y,39.1051122,-76.4797372
MLS Listing,,Townhouse,460 Cranes Roost Ct,Annapolis,MD,21409,477700,3,2.5,WOODS LANDING,2342,3890,1984,4,204,125,Pre On-Market,August-5-2023 11:00 AM,August-5-2023 01:00 PM,https://www.redfin.com/MD/Annapolis/460-Cranes-Roost-Ct-21409/home/10312680,BRIGHT MLS,MDAA2056582,N,Y,39.0311484,-76.4344127
MLS Listing,,Single Family Residential,1410 Spring Plow Ct,Severn,MD,21144,479900,3,3.0,GRAHAM FARM,1900,1900,1999,1,253,10,Active,,,https://www.redfin.com/MD/Severn/1410-Spring-Plow-Ct-21144/home/10333114,BRIGHT MLS,MDAA2065134,N,Y,39.1385679,-76.7041364
MLS Listing,,Vacant Land,925 S Wieker Rd,Severn,MD,21144,480000,,,REGULARS,,261360,,80,,,Active,,,https://www.redfin.com/MD/Severn/925-S-Wieker-Rd-21144/home/10319708,BRIGHT MLS,MDAA2059008,N,Y,39.141816,-76.680705
MLS Listing,,Vacant Land,5710 Iron Stone Rd,Lothian,MD,20711,480000,,,THE VINEYARD,,679100,,141,,133,Active,,,https://www.redfin.com/MD/Lothian/5710-Iron-Stone-Rd-20711/home/11224106,BRIGHT MLS,MDAA2046762,N,Y,38.777401,-76.61086
MLS Listing,,Townhouse,2603 Waltham Ct,Crofton,MD,21114,484000,3,3.0,WALDEN,2089,1760,1993,11,232,72,Active,,,https://www.redfin.com/MD/Crofton/2603-Waltham-Ct-21114/home/10092249,BRIGHT MLS,MDAA2063146,N,Y,39.0219901,-76.6807714
MLS Listing,,Single Family Residential,829 Fernhill Rd,Clearwater Beach,MD,21226,484900,4,3.5,CLEARWATER BEACH,2100,5563,2023,40,231,,Active,July-22-2023 10:00 AM,July-22-2023 11:00 AM,https://www.redfin.com/MD/Clearwater-Beach/829-Fernhill-Rd-21226/home/178544262,BRIGHT MLS,MDAA2061974,N,Y,39.169421,-76.527039
MLS Listing,,Single Family Residential,"7190 Wolf Trap Unit CAROLINE VILLA, EOG",Glen Burnie,MD,21060,484990,3,2.5,TANYARD SHORES,1978,3369,2023,11,245,210,Active,,,https://www.redfin.com/MD/Glen-Burnie/7190-Wolf-Trap-21060/unit-CAROLINE-VILLA-EOG/home/186033330,BRIGHT MLS,MDAA2064322,N,Y,39.14596,-76.59025
MLS Listing,,Single Family Residential,1211 Steamboat Rd,Shady Side,MD,20764,484990,4,2.0,AVALON SHORES,1782,10000,1991,27,272,,Active,,,https://www.redfin.com/MD/Shady-Side/1211-Steamboat-Rd-20764/home/10463211,BRIGHT MLS,MDAA2062084,N,Y,38.8412291,-76.5233295
MLS Listing,,Single Family Residential,7854 Linden Leaf Rd,Severn,MD,21144,485000,3,1.0,ELMHURST,1758,27750,1966,5,276,,Active,,,https://www.redfin.com/MD/Severn/7854-Linden-Leaf-Rd-21144/home/10329520,BRIGHT MLS,MDAA2063776,N,Y,39.1396925,-76.6611018
MLS Listing,,Single Family Residential,815 Danza Rd,Severn,MD,21144,485000,4,2.5,DANZA VILLAGE,2070,16965,1972,32,234,,Active,,,https://www.redfin.com/MD/Severn/815-Danza-Rd-21144/home/10328390,BRIGHT MLS,MDAA2062494,N,Y,39.1328562,-76.6665609
MLS Listing,,Single Family Residential,729 Annapolis Neck Rd,Annapolis,MD,21403,485000,4,2.0,REGULARS,1356,47045,1940,346,358,,Active,,,https://www.redfin.com/MD/Annapolis/729-Annapolis-Neck-Rd-21403/home/12524334,BRIGHT MLS,MDAA2041754,N,Y,38.951552,-76.500083
MLS Listing,,Townhouse,822 Orchard Tree Rd,Odenton,MD,21113,489000,3,2.5,PINEY ORCHARD,2542,,2018,6,192,250,Active,,,https://www.redfin.com/MD/Odenton/822-Orchard-Tree-Rd-21113/home/165845128,BRIGHT MLS,MDAA2064602,N,Y,39.06685,-76.716886
MLS Listing,,Single Family Residential,7727 Mellow Ct,Hanover,MD,21076,489900,4,3.5,HARMANS WOODS,1982,7395,1983,6,247,,Pre On-Market,,,https://www.redfin.com/MD/Hanover/7727-Mellow-Ct-21076/home/10336178,BRIGHT MLS,MDAA2064472,N,Y,39.1429852,-76.7077896
MLS Listing,,Vacant Land,1000 San Remo Ct,Davidsonville,MD,21035,489990,,,CARRIAGE ESTATES,,181210,,416,,100,Active,,,https://www.redfin.com/MD/Davidsonville/1000-San-Remo-Ct-21035/home/9948786,BRIGHT MLS,MDAA2035022,N,Y,38.976425,-76.634529
MLS Listing,,Single Family Residential,8031 Jumpers Hole Rd,Pasadena,MD,21122,489999,4,3.0,WOODHOLME,1020,8400,1940,1,480,,Active,,,https://www.redfin.com/MD/Pasadena/8031-Jumpers-Hole-Rd-21122/home/10310957,BRIGHT MLS,MDAA2064282,N,Y,39.1300928,-76.5868559
MLS Listing,,Condo/Co-op,1515 Enyart Way #303,Annapolis,MD,21409,490000,2,2.0,FOUR SEASONS AT ST. MARGARETS CONDO,1516,,2006,5,323,335,Pre On-Market,,,https://www.redfin.com/MD/Annapolis/1515-Enyart-Way-21409/unit-303/home/11750566,BRIGHT MLS,MDAA2064834,N,Y,39.02858,-76.4456888
MLS Listing,,Single Family Residential,227 Atlanta Rd,Pasadena,MD,21122,495000,4,3.0,ROCK CREEK ESTATES,1983,4500,1970,5,250,,Active,,,https://www.redfin.com/MD/Pasadena/227-Atlanta-Rd-21122/home/10283153,BRIGHT MLS,MDAA2064572,N,Y,39.1599273,-76.5017715
MLS Listing,,Vacant Land,Crystal Springs Blvd,Glen Burnie,MD,21061,495000,,,CRYSTAL SPRINGS PARK,,19602,,751,,,Active,,,https://www.redfin.com/MD/Glen-Burnie/Crystal-Spring-Blvd-21061/home/181421941,BRIGHT MLS,MDAA2001546,N,Y,39.15316121,-76.66850689
MLS Listing,,Single Family Residential,4727 Frederick Ave,Shady Side,MD,20764,499000,5,3.0,IDLEWILDE,2220,12160,1965,6,225,,Pre On-Market,,,https://www.redfin.com/MD/Shady-Side/4727-Frederick-Ave-20764/home/10466625,BRIGHT MLS,MDAA2061976,N,Y,38.8505945,-76.4981697
MLS Listing,,Single Family Residential,1808 Severn Hills Ln,Severn,MD,21144,499000,5,3.5,SEVERN HILLS,1680,7016,1992,9,297,10,Active,,,https://www.redfin.com/MD/Severn/1808-Severn-Hills-Ln-21144/home/10379111,BRIGHT MLS,MDAA2064404,N,Y,39.1334549,-76.709323
MLS Listing,,Condo/Co-op,2104 E Chesapeake Harbour Dr #101,Annapolis,MD,21403,499900,2,2.0,VLG OF CHESAPEAKE HARBOR,1254,,1985,10,399,662,Active,,,https://www.redfin.com/MD/Annapolis/2104-Chesapeake-Harbour-Dr-21403/unit-101/home/10088991,BRIGHT MLS,MDAA2064408,N,Y,38.9586985,-76.4725653
MLS Listing,,Single Family Residential,7823 Jude Ln,Glen Burnie,MD,21061,499900,4,2.5,GLEN BURNIE,,3221,2023,86,,67,Active,,,https://www.redfin.com/MD/Glen-Burnie/7823-Jude-Ln-21061/home/184597418,BRIGHT MLS,MDAA2058594,N,Y,39.14125,-76.61621
MLS Listing,,Single Family Residential,206 Catalfa Ave,Pasadena,MD,21122,499900,3,3.0,PASADENA,1778,7500,1953,11,281,,Active,,,https://www.redfin.com/MD/Pasadena/206-Catalfa-Ave-21122/home/10270173,BRIGHT MLS,MDAA2064384,N,Y,39.1066054,-76.5704741
MLS Listing,,Single Family Residential,7860 Outing Ave,Pasadena,MD,21122,499900,4,3.5,GREEN HAVEN,1117,4800,2023,7,448,,Pre On-Market,,,https://www.redfin.com/MD/Pasadena/7860-Outing-Ave-21122/home/10240504,BRIGHT MLS,MDAA2064612,N,Y,39.1347707,-76.5483791
MLS Listing,,Single Family Residential,906 Severn Ave,Edgewater,MD,21037,499900,6,3.0,SELBY ON THE BAY,2951,20000,1955,38,169,,Active,,,https://www.redfin.com/MD/Edgewater/906-Severn-Ave-21037/home/9890503,BRIGHT MLS,MDAA2062212,N,Y,38.9079082,-76.5163512
MLS Listing,,Vacant Land,Vinter Ln,Pasadena,MD,21122,499900,,,ANNESLEY BY THE BAY,,118918,,186,,165,Active,,,https://www.redfin.com/MD/Pasadena/Vinter-LN-21122/home/184290963,BRIGHT MLS,MDAA2051688,N,Y,39.14962868,-76.50074634
New Construction Plan,,Townhouse,Chesapeake,Hanover,MD,21076,499990,3,2.5,The Ridge,1863,,,,268,,Active,,,https://www.redfin.com/MD/Hanover/The-Ridge/Chesapeake/home/177511848,NewHomeSource.com,Plan-241841221,N,Y,39.1932475,-76.7030775
New Construction Plan,,Townhouse,Eagleton,Laurel,MD,20724,499990,3,2.0,Watershed,2028,,,,247,,Active,,,https://www.redfin.com/MD/Laurel/Watershed/Eagleton/home/177852548,NewHomeSource.com,Plan-231941617,N,Y,39.092699,-76.786359
MLS Listing,,Townhouse,1612 Aster Ln,Hanover,MD,21076,499990,3,2.5,THE RIDGES,1863,6200,2022,28,268,95,Active,,,https://www.redfin.com/MD/Hanover/1612-Aster-Ln-21076/home/171076871,BRIGHT MLS,MDAA2062954,N,Y,39.195008,-76.704821
MLS Listing,,Vacant Land,2033 Rosetta Way,Davidsonville,MD,21035,499990,,,CARRIAGE ESTATES,,218236,,3,,100,Active,,,https://www.redfin.com/MD/Davidsonville/2033-Rosetta-Way-21035/home/9948899,BRIGHT MLS,MDAA2064982,N,Y,38.972085,-76.636019
MLS Listing,,Townhouse,3469 Tidal Marsh Way,Laurel,MD,20724,499990,3,2.5,ARUNDEL GATEWAY,2028,2038,2023,3,247,110,Active,,,https://www.redfin.com/MD/Laurel/3469-Tidal-Marsh-WAY-Unknown/home/186116342,BRIGHT MLS,MDAA2064968,N,Y,39.08943072,-76.78866924
MLS Listing,,Vacant Land,7879 Ritchie Hwy,Glen Burnie,MD,21061,500000,,,GERARD PLAZA,,19050,,7,,,Active,,,https://www.redfin.com/MD/Glen-Burnie/7879-Ritchie-Hwy-21061/home/10235693,BRIGHT MLS,MDAA2064658,N,Y,39.141241,-76.602722
MLS Listing,,Townhouse,1017 Meandering Way,Odenton,MD,21113,500000,3,2.5,PINEY ORCHARD,2548,1980,2003,6,196,131,Active,,,https://www.redfin.com/MD/Odenton/1017-Meandering-Way-21113/home/10475347,BRIGHT MLS,MDAA2063684,N,Y,39.0536628,-76.7048429
MLS Listing,,Single Family Residential,696 207th St,Pasadena,MD,21122,500000,4,2.5,GREEN HAVEN,2216,5000,2023,89,226,,Active,,,https://www.redfin.com/MD/Pasadena/696-207th-St-21122/home/10242653,BRIGHT MLS,MDAA2055940,N,Y,39.138274,-76.551682
MLS Listing,,Vacant Land,7642 Spencer Rd,Glen Burnie,MD,21060,500000,,,REGULARS,,111949,,14,,,Active,,,https://www.redfin.com/MD/Glen-Burnie/7642-Spencer-Rd-21060/home/10111816,BRIGHT MLS,MDAA2063758,N,Y,39.1531568,-76.587404
MLS Listing,,Townhouse,2635 Twin Birch Rd,Hanover,MD,21076,500000,3,3.0,POINTE AT ARUNDEL PRESERVE,2400,1280,2013,19,208,139,Active,,,https://www.redfin.com/MD/Hanover/2635-Twin-Birch-Rd-21076/home/44628094,BRIGHT MLS,MDAA2063276,N,Y,39.1444493,-76.7483652
MLS Listing,,Vacant Land,7877 Ritchie Hwy,Glen Burnie,MD,21061,500000,,,GERARD PLAZA,,7500,,7,,,Active,,,https://www.redfin.com/MD/Glen-Burnie/7877-Ritchie-Hwy-21061/home/10235755,BRIGHT MLS,MDAA2064656,N,Y,39.1414479,-76.602834
MLS Listing,,Townhouse,620 Snow Goose Ln,Annapolis,MD,21409,500000,4,3.0,WOODS LANDING,2740,2329,2000,11,182,89,Pre On-Market,July-23-2023 10:00 AM,July-23-2023 12:00 PM,https://www.redfin.com/MD/Annapolis/620-Snow-Goose-Ln-21409/home/10312856,BRIGHT MLS,MDAA2064378,N,Y,39.033383,-76.435936
MLS Listing,,Townhouse,913 Hope Ct,Severn,MD,21144,504990,3,2.5,Severn,2202,1500,2023,347,229,120,Active,,,https://www.redfin.com/MD/Severn/913-Hope-CT-21144/home/180888622,BRIGHT MLS,MDAA2041834,N,Y,39.13768961,-76.68653744
New Construction Plan,,Townhouse,Easton,Severn,MD,21144,504990,3,2.5,Severn Crossroads,2202,,,,229,,Active,,,https://www.redfin.com/MD/Severn/Severn-Crossroads/Easton/home/180695421,NewHomeSource.com,Plan-242190025,N,Y,39.138323,-76.686455
MLS Listing,,Single Family Residential,7831 Jude Ln,Glen Burnie,MD,21061,509900,4,2.5,GLEN BURNIE,,3221,2023,167,,,Active,,,https://www.redfin.com/MD/Glen-Burnie/7831-Jude-Ln-21061/home/184084243,BRIGHT MLS,MDAA2052582,N,Y,39.14079,-76.61619
MLS Listing,,Townhouse,636 Cross Chase Dr,Millersville,MD,21108,510000,3,2.5,WATSONS GLEN,2026,1897,2020,3,252,80,Pre On-Market,,,https://www.redfin.com/MD/Millersville/636-Cross-Chase-Dr-21108/home/105415228,BRIGHT MLS,MDAA2064884,N,Y,39.1108189,-76.6303394
MLS Listing,,Single Family Residential,7040 Dover Ave,North Beach,MD,20714,510000,3,2.0,ROSE HAVEN,2150,13250,1973,9,237,,Pre On-Market,,,https://www.redfin.com/MD/North-Beach/7040-Dover-Ave-20714/home/10470086,BRIGHT MLS,MDAA2064270,N,Y,38.7217302,-76.540085
MLS Listing,,Townhouse,7933 Silver Oak Rd,Hanover,MD,21076,510000,3,3.0,POINTE AT ARUNDEL PRESERVE,2080,1280,2013,148,245,138,Active,,,https://www.redfin.com/MD/Hanover/7933-Silver-Oak-Rd-21076/home/44627990,BRIGHT MLS,MDAA2052540,N,Y,39.1425921,-76.7505829
MLS Listing,,Townhouse,,Hanover,MD,21076,514990,3,2.5,PARKSIDE,2285,,2023,57,225,100,Active,,,https://www.redfin.com/MD/Hanover/Undisclosed-address-21076/home/185488739,BRIGHT MLS,MDAA2060752,N,Y,39.1294349,-76.7574205
MLS Listing,,Single Family Residential,7530 Old Stage Rd,Glen Burnie,MD,21061,514999,3,2.0,REGULARS,1396,27996,1997,54,369,,Active,,,https://www.redfin.com/MD/Glen-Burnie/7530-Old-Stage-Rd-21061/home/10322753,BRIGHT MLS,MDAA2060444,N,Y,39.1542709,-76.6432341
MLS Listing,,Single Family Residential,8214 Elvaton Dr,Pasadena,MD,21122,515000,4,3.5,REGULARS,2145,9900,2001,7,240,,Active,,,https://www.redfin.com/MD/Pasadena/8214-Elvaton-Dr-21122/home/10471000,BRIGHT MLS,MDAA2064514,N,Y,39.1180857,-76.5804558
MLS Listing,,Single Family Residential,3709 Nile Rd,Davidsonville,MD,21035,519500,3,2.0,PATUXENT MANOR,1859,87686,1974,33,279,,Active,,,https://www.redfin.com/MD/Davidsonville/3709-Nile-Rd-21035/home/9883905,BRIGHT MLS,MDAA2061946,N,Y,38.9189513,-76.6704859
MLS Listing,,Townhouse,227 Mill Crossing Ct,Harmans,MD,21077,519900,3,3.5,HARMANS PRESERVE,2655,2369,2017,1,196,110,Pre On-Market,,,https://www.redfin.com/MD/Harmans/227-Mill-Crossing-Ct-21077/home/110085903,BRIGHT MLS,MDAA2065010,N,Y,39.1502919,-76.7049144
MLS Listing,,Single Family Residential,12 Acorn Dr,Annapolis,MD,21401,519900,4,1.0,REGULARS,1680,13489,1954,12,309,,Active,,,https://www.redfin.com/MD/Annapolis/12-Acorn-Dr-21401/home/10474116,BRIGHT MLS,MDAA2064164,N,Y,38.9988958,-76.5111342
MLS Listing,,Townhouse,211 Jenkins Way,Glen Burnie,MD,21061,522092,4,3.5,TOWNS AT PARKE WEST,2080,2073,2022,27,251,100,Active,,,https://www.redfin.com/MD/Glen-Burnie/211-Jenkins-Way-21061/home/171069820,BRIGHT MLS,MDAA2063062,N,Y,39.1405616,-76.6491884
MLS Listing,,Townhouse,,Hanover,MD,21076,522990,3,2.5,PARKSIDE,2285,,2023,34,229,100,Active,,,https://www.redfin.com/MD/Hanover/Undisclosed-address-21076/home/184725974,BRIGHT MLS,MDAA2062542,N,Y,39.1293,-76.7572
MLS Listing,,Single Family Residential,1046 Springhill Way,Gambrills,MD,21054,525000,4,2.0,FOUR SEASONS ESTATES,2232,6867,1972,5,235,,Active,July-23-2023 12:00 PM,July-23-2023 02:00 PM,https://www.redfin.com/MD/Gambrills/1046-Springhill-Way-21054/home/10330317,BRIGHT MLS,MDAA2063862,N,Y,39.0487545,-76.6888685
MLS Listing,,Single Family Residential,1838 Crofton Pkwy,Crofton,MD,21114,525000,3,2.0,CROFTON PARK,1595,10320,1972,21,329,,Active,,,https://www.redfin.com/MD/Crofton/1838-Crofton-Pkwy-21114/home/9980433,BRIGHT MLS,MDAA2063278,N,Y,38.9983503,-76.6798692
MLS Listing,,Single Family Residential,1732 Shady Side Dr,Edgewater,MD,21037,525000,3,2.0,WOODLAND BEACH,1696,6000,1980,26,310,,Active,,,https://www.redfin.com/MD/Edgewater/1732-Shady-Side-Dr-21037/home/9912634,BRIGHT MLS,MDAA2057960,N,Y,38.9312111,-76.5533613
MLS Listing,,Single Family Residential,1274 Green Holly Dr,Annapolis,MD,21409,525000,3,2.0,GREENHOLLY,1292,8614,1987,5,406,,Pre On-Market,,,https://www.redfin.com/MD/Annapolis/1274-Green-Holly-Dr-21409/home/10246225,BRIGHT MLS,MDAA2063796,N,Y,39.036743,-76.4570995
MLS Listing,,Single Family Residential,200 Hawthorne Rd,Linthicum Heights,MD,21090,525000,5,2.0,PARDEE,2238,12180,1945,25,235,,Active,,,https://www.redfin.com/MD/Linthicum-Heights/200-Hawthorne-Rd-21090/home/10421480,BRIGHT MLS,MDAA2062776,N,Y,39.2035549,-76.6554463
MLS Listing,,Single Family Residential,7955 Andorick Dr,Severn,MD,21144,525000,3,1.5,SEVERNSIDES,1520,20055,1966,59,345,,Active,,,https://www.redfin.com/MD/Severn/7955-Andorick-Dr-21144/home/10379910,BRIGHT MLS,MDAA2059904,N,Y,39.1331889,-76.6901089
